Name,customerID,Number of Calls,Voice National (Min.),Voice International (Min.),Voice Roaming (Min.),Voice Premium (Min.),Data National (MB),Data Roaming (MB),Data Premium (MB),Messaging National,Messaging International,Messaging Roaming,Messaging Premium,"Voice National Charge
ex. Tax
(GBP)","Voice International Charge
ex. Tax
(GBP)","Voice Roaming Charge
ex. Tax
(GBP)","Voice Premium Charge
ex. Tax
(GBP)","Data National Charge
ex. Tax
(GBP)","Data Roaming Charge
ex. Tax
(GBP)","Data Premium Charge
ex. Tax
(GBP)","Messaging National Charge
ex. Tax
(GBP)","Messaging International Charge
ex. Tax
(GBP)","Messaging Roaming Charge
ex. Tax
(GBP)","Messaging Premium Charge
ex. Tax
(GBP)","Usage Charge Total
ex. Tax
(GBP)","Recurring Charge
ex. Tax
(GBP)","Device Fee
ex. Tax
(GBP)","Daily Roaming Fee
ex. Tax
(GBP)","Monthly Roaming Fee
ex. Tax
(GBP)","Adjustments
ex. Tax
(GBP)","Credit
ex. Tax
(GBP)","Total
Taxable
(GBP)","Total
Non-Taxable
(GBP)","Total
ex. Tax
(GBP)","Total Tax
(GBP)","Total
(GBP)"
KURT,6234-PFPXL,4,2,0,0,0,"1,610.55",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
KUSH,2025-JKFWI,167,"1,638",0,0,0,"17,724.04",0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,3.33,0,0,0,0,24.66,0,24.66,4.93,29.59
KUSHAGRA,4106-HADHQ,19,133,0,0,0,"6,724.02",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
KUSHAL,2154-KVJFF,0,0,0,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
KWAKU,2604-XVDAM,1,0,0,0,0,33.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
KWAME,0580-PIQHM,0,0,0,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
KWOK,6292-TOSSS,5,148,0,0,0,71.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
KYALO,7340-KEFQE,34,0,0,270,0,0,596.19,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
KYLE,0867-LDTTC,0,0,0,0,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
KYLIE,3027-YNWZU,8,82,0,0,0,"1,041.38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
KYM,8076-FEZKJ,17,108,0,0,0,405.58,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,3.89,3.33,0,0,0,0,7.32,0,7.32,1.46,8.78
KYPRIANI,6418-HNFED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LAAL,2351-RRBUE,4,8,0,0,0,"2,588.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LAARNI,9958-MEKUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LAETICIA,6086-ESGRL,7,2,0,2,0,651.54,"1,709.81",0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LAEYEE,6688-UZPWD,7,38,0,0,0,614.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.12,0,0,0,0,10.03,0,10.03,2.01,12.04
LAIMA,2418-TPEUN,1,18,0,0,0,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LAKIESHA,6996-KNSML,2,253,0,0,0,919.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LAKSHMI,8257-RZAHR,8,129,0,0,0,"10,214.40",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
LAMEEZ,5955-EPOAZ,44,6,0,64,0,"3,139.06","24,551.03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.08,3.33,25,0,0,0,56.41,0,56.41,11.28,67.69
LAMIA,6885-PKOAM,9,19,0,0,0,"13,273.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63,3.33,0,0,0,0,21.96,0,21.96,4.39,26.35
LANA,6061-PQHMK,0,0,0,0,0,"1,081.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,0,0,0,2.36,0,2.36,0.47,2.83
LANDU,1241-EZFMJ,0,0,0,0,0,553.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LANNA,4976-LNFVV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LAOISE,2208-UGTGR,1,22,0,0,0,62.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LARA,0679-IDSTG,40,97,0,0,0,"2,879.32",0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,11.66,3.33,0,0,0,0,15.09,0,15.09,3.02,18.11
LARS,1064-FBXNK,51,136,0,0,0,"2,410.61",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LASKARO,5565-FILXA,0,0,0,0,0,14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
LAST,5684-FJVYR,1,8,0,0,0,296.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
LASZLO,0644-OQMDK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LATIKA,1565-RHDJD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAURA,5047-LHVLY,14,135,0,0,0,"4,823.41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
LAURA-JANE,2263-SFSQZ,0,0,0,0,0,25.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,1.18,0,1.18,0.24,1.42
LAURE,0379-DJQHR,19,30,15,0,0,"2,272.75","2,061.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
LAUREEN,2181-UAESM,12,22,0,1,0,867.02,630.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,5,0,0,0,17.83,0,17.83,3.57,21.4
LAUREL,5155-AZQPB,0,0,0,0,0,391.07,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
LAUREN,0330-IVZHA,32,101,0,0,0,"3,956.41",0,0,1,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0.39,11.66,3.33,0,0,0,0,15.38,0,15.38,3.08,18.46
LAURENCE,8739-QOTTN,0,0,0,0,0,52.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LAURENT,3926-YZVVX,0,0,0,0,0,"12,276.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
LAURIANNE,7940-UQQUG,3,0,0,0,0,27.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LAURIE,3317-VLGQT,6,43,0,0,0,159.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LAVINE,0374-AACSZ,9,0,0,15,0,0,"2,028.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,25,0,0,0,37.83,0,37.83,7.57,45.4
LAWRENCE,9054-FOWNV,4,98,0,0,0,530.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LAXMI,0506-LVNGN,4,18,33,0,0,"13,144.00",0,0,0,0,0,0,0,9.18,0,0,0,0,0,0,0,0,0,9.18,18.63,3.33,0,0,0,0,31.14,0,31.14,6.23,37.37
LAY,0939-EREMR,13,15,0,0,0,"3,232.75",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LAYA,0083-PIVIK,97,378,0,0,1,"1,880.71",0,0,10,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,9.5,3.33,0,0,0,0,12.84,0,12.84,2.57,15.41
LAYARA,8421-WZOOW,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LAYLA,6728-DKUCO,1,1,0,0,0,"2,166.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LE,6072-NUQCB,6,18,0,0,0,"2,375.30","7,178.72",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
LEAH,5651-CRHKQ,0,0,0,0,0,"1,434.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
LEANI,2599-CIPQE,13,13,0,0,0,"2,110.43",0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LEANNE,2931-XIQBR,0,0,0,0,0,32.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LEBOGANG,8559-WNQZS,4,79,0,0,0,"3,739.77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LEDA,1796-JANOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LEE,1257-SXUXQ,0,0,0,0,0,43.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LEE-JING,7811-JIVPF,5,7,0,0,0,"12,795.22",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63,3.33,0,0,0,0,21.96,0,21.96,4.39,26.35
LEENA,7251-XFOIL,0,0,0,0,0,45.06,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
LEI,1465-WCZVT,13,24,0,0,0,"6,280.81",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
LEIF,9626-WEQRM,7,45,0,0,0,549.06,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LEIGH,5656-MJEFC,5,17,0,0,5,80.95,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0.58,2.16,3.33,0,0,0,0,6.07,0,6.07,1.21,7.28
LEIGH-ANN,2466-FCCPT,15,50,0,0,0,"17,776.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,3.33,0,0,0,0,24.66,0,24.66,4.93,29.59
LEILA,4176-FXYBO,88,264,0,0,0,"11,793.21",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
LEJLA,0402-OAMEN,4,5,0,0,0,"4,522.78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
LEMIAYE,3137-LUPIX,5,0,0,88,0,0,877.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,25,0,0,0,35.24,0,35.24,7.05,42.29
LENE,4396-KLSEH,0,0,0,0,0,29.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,2.69,0,2.69,0.54,3.23
LENKA,9846-GKXAS,4,87,0,0,0,"3,064.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LEO,7036-ZZKBD,33,143,0,0,0,"5,341.59",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7.08,7.08,13.39,3.33,0,0,0,0,23.8,0,23.8,4.76,28.56
LEON,5366-OBVMR,4,8,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LEONARD,9860-LISIZ,1,1,0,0,0,"6,315.58",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
LEONARDO,5448-VWNAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1.5,0,1.5,0.3,1.8
LEONIE,4598-XLKNJ,1,22,0,0,0,"61,076.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.68,3.33,0,0,0,0,53.01,0,53.01,10.6,63.61
LEOPOLD,0880-TKATG,0,0,0,0,0,172.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LERATO,3525-DVKFN,0,0,0,0,0,463.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
LEROY,2155-AMQRX,0,0,0,0,0,"1,529.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
LESLEY,5028-HTLJB,16,41,0,0,0,796.89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LESLEY-ANNE,5917-HBSDW,13,36,0,0,0,"1,235.92",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
LESTER,1293-HHSHJ,4,7,40,0,0,"1,037.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
LETITIA,6137-NICCO,0,0,0,0,0,"1,369.73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
LEVI,7641-EUYET,6,10,0,1,0,"1,382.75",0.17,0,1,0,0,0,0,0,1.54,0,0,20,0,0,0,0,0,21.54,9.5,3.33,0,0,0,0,12.83,21.54,34.37,2.57,36.94
LEWIS,0373-AIVNJ,0,0,0,0,0,44.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LEWIS-WALKER,2176-LVPNX,12,83,0,0,0,"37,798.78",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.83,3.33,0,0,0,0,38.16,0,38.16,7.63,45.79
LEX,6227-HWPWX,36,348,17,0,3,"11,196.38",0,0,3,3,0,0,0,1.7,0,0.06,0,0,0,0,0,0,0,1.76,17.28,3.33,0,0,0,0,22.37,0,22.37,4.47,26.84
LEXIE,1447-PJGGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LEZANNE,9717-QEBGU,0,0,0,0,0,72.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LHUAN,1113-IUJYX,39,181,0,0,0,"11,352.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
LIA,7740-BTPUX,23,60,7,0,0,"7,070.83",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
LIAM,9274-CNFMO,1,1,0,0,0,31.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LIAM-OG,6275-YDUVO,0,0,0,0,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LIANNE,3474-BAFSJ,5,0,41,0,0,22.04,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,0,4.15,0,2.26,0,0,0,0,6.41,0,6.41,1.28,7.69
LIAO,7675-OZCZG,0,0,0,0,0,"3,433.66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LIBBY,8791-GFXLZ,46,204,0,0,0,"3,154.74",0,0,80,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,11.66,3.33,0,0,0,0,15,0,15,3,18
LIEN,5236-PERKL,0,0,0,0,0,112.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LIEZEL,9524-EGPJC,3,23,0,0,0,904.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LILA,6986-IJDHX,0,0,0,0,0,27.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LILIA,7542-CYDDM,5,16,0,0,0,"21,785.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.03,3.33,0,0,0,0,27.36,0,27.36,5.47,32.83
LILIAN,2150-OEGBV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LILIANA,6302-JGYRJ,14,49,0,0,0,"2,353.31",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LILIANE,3452-GWUIN,15,3,31,14,0,"1,333.83","8,673.50",0,16,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
LILITL,8444-WRIDW,4,0,1,1,0,160.94,"2,598.85",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LILLY,2928-HLDBA,0,0,0,0,0,878.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LILY,4232-JGKIY,9,42,0,0,0,"32,765.97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.78,3.33,0,0,0,0,34.11,0,34.11,6.82,40.93
LILY-JO,8559-CIZFV,91,212,54,0,0,"9,218.89",0,0,1,0,0,0,0,5.37,0,0,0,0,0,0,0,0,0,5.37,15.98,3.33,0,0,0,0,24.68,0,24.68,4.94,29.62
LINA,4712-UYOOI,25,231,0,0,0,"9,474.87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
LINDA,3452-SRFEG,0,0,0,0,0,41.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LINDSAY,6705-LXORM,14,85,0,0,0,"1,183.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
LINDSEY,2961-VNFKL,1,39,0,0,0,32.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LINDY,7182-OVLBJ,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LING,2446-PLQVO,1,23,0,0,0,"14,905.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,3.33,0,0,0,0,23.31,0,23.31,4.66,27.97
LINH,1047-RNXZV,41,148,0,0,0,"6,249.77",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
LINN,9715-WZCLW,10,17,2,0,0,"4,093.54",0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
LINQIAN,0324-BRPCJ,9,0,80,24,0,44.68,299.32,0,7,0,0,0,0,22.41,0,0,0,0,0,0,0,0,0,22.41,3.89,3.33,60,0,0,0,89.63,0,89.63,17.93,107.56
LIONEL,6368-TZZDT,21,114,0,0,0,"5,801.59",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
LIRON,4295-YURET,0,0,0,0,0,600.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LISA,3402-XRIUO,21,100,0,12,0,"1,710.82",14.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,12.5,0,0,0,25.33,0,25.33,5.07,30.4
LISAS,5129-HHMZC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LISELORE,1195-OIYEJ,20,45,0,0,0,178.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LISELOTTE,4369-NYSCF,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,1.18,0,1.18,0.24,1.42
LISI,5141-ZUVBH,7,7,0,0,0,"1,231.48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
LIU,2809-ZMYOQ,77,472,0,0,0,"1,486.61",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
LIVIA,0975-UYDTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LIXUAN,9725-SCPZG,0,0,0,0,0,32.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LIZ,9992-UJOEL,47,869,0,0,0,"16,944.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,3.33,0,0,0,0,24.66,0,24.66,4.93,29.59
LIZA,3873-WOSBC,0,0,0,0,0,10.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LIZZIE,1485-YDHMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1.5,0,1.5,0.3,1.8
LLOYD,3797-VTIDR,19,51,0,0,0,"8,854.44",5.43,0,2,1,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,15.98,3.33,20,0,0,0,39.41,0,39.41,7.88,47.29
LOANNIS,1576-PFZIW,5,17,0,0,0,742.38,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LOCIF,4806-DXQCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
LOGAN,7473-ZBDSN,65,212,0,0,0,"52,351.48",0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.28,3.33,0,0,0,0,47.61,0,47.61,9.52,57.13
LOH,3801-HMYNL,1,33,0,0,0,84.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
LOIC,9447-YPTBX,1,89,0,0,0,650.03,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
LOIS,0247-SLUJI,19,69,3,0,0,"1,996.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
LOKESH,9761-XUJWD,128,162,0,2,0,"10,460.52",64.11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
LOLA,0188-GWFLE,4,8,11,0,0,"4,495.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
LORA,2692-AQCPF,1,4,0,0,0,311.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
